filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
/Users/jose/Desktop/Homeassistant/components/ping/device_tracker.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,53,"[53, 54]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/pioneer/media_player.py,blacklist,B401,HIGH,HIGH,A telnet-related module is being imported.  Telnet is considered insecure. Use SSH or some other encrypted protocol.,3,"[3, 4]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b401-import-telnetlib
/Users/jose/Desktop/Homeassistant/components/pioneer/media_player.py,blacklist,B312,HIGH,HIGH,Telnet-related functions are being called. Telnet is considered insecure. Use SSH or some other encrypted protocol.,114,[114],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b312-telnetlib
/Users/jose/Desktop/Homeassistant/components/pioneer/media_player.py,blacklist,B312,HIGH,HIGH,Telnet-related functions are being called. Telnet is considered insecure. Use SSH or some other encrypted protocol.,127,[127],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b312-telnetlib
/Users/jose/Desktop/Homeassistant/components/pvpc_hourly_pricing/sensor.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,78,[78],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/python_script/__init__.py,exec_used,B102,MEDIUM,HIGH,Use of exec detected.,217,[217],https://bandit.readthedocs.io/en/latest/plugins/b102_exec_used.html
/Users/jose/Desktop/Homeassistant/components/qwikswitch/sensor.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,"[38, 39, 40]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/rachio/device.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,43,[43],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/rachio/device.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,48,[48],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/rachio/webhooks.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,96,[96],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/random/sensor.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,84,[84],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/recorder/models.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,195,"[195, 196]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/remote/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,152,[152],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/remote/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,163,[163],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/remote/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,172,[172],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/rpi_camera/camera.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,[5],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
/Users/jose/Desktop/Homeassistant/components/rpi_camera/camera.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,29,"[29, 30]",https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
/Users/jose/Desktop/Homeassistant/components/rpi_camera/camera.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,29,"[29, 30]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/rpi_camera/camera.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,120,[120],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/scene/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,107,[107],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/seven_segments/image_processing.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,"[5, 6]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
/Users/jose/Desktop/Homeassistant/components/seven_segments/image_processing.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,127,"[127, 128]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/spotify/config_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,66,[66],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/spotify/config_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,88,[88],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/switch/light.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,139,[139],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/telnet/switch.py,blacklist,B401,HIGH,HIGH,A telnet-related module is being imported.  Telnet is considered insecure. Use SSH or some other encrypted protocol.,4,"[4, 5]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b401-import-telnetlib
/Users/jose/Desktop/Homeassistant/components/telnet/switch.py,blacklist,B312,HIGH,HIGH,Telnet-related functions are being called. Telnet is considered insecure. Use SSH or some other encrypted protocol.,115,[115],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b312-telnetlib
/Users/jose/Desktop/Homeassistant/components/thomson/device_tracker.py,blacklist,B401,HIGH,HIGH,A telnet-related module is being imported.  Telnet is considered insecure. Use SSH or some other encrypted protocol.,4,"[4, 5]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b401-import-telnetlib
/Users/jose/Desktop/Homeassistant/components/thomson/device_tracker.py,blacklist,B312,HIGH,HIGH,Telnet-related functions are being called. Telnet is considered insecure. Use SSH or some other encrypted protocol.,95,[95],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b312-telnetlib
/Users/jose/Desktop/Homeassistant/components/tibber/sensor.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,63,[63],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/toon/oauth2.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,Possible hardcoded password: 'https://api.toon.eu/token',65,"[65, 66, 67, 68, 69, 70, 71]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html
/Users/jose/Desktop/Homeassistant/components/tts/__init__.py,blacklist,B303,MEDIUM,HIGH,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",301,[301],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5
/Users/jose/Desktop/Homeassistant/components/unifi_direct/device_tracker.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",93,[93],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
/Users/jose/Desktop/Homeassistant/components/vizio/config_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,209,[209],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/vizio/config_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,349,"[349, 350, 351]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/wake_on_lan/switch.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,4,"[4, 5]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
/Users/jose/Desktop/Homeassistant/components/wake_on_lan/switch.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,143,[143],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/x10/light.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with STDOUT module.,3,"[3, 4]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
/Users/jose/Desktop/Homeassistant/components/x10/light.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,32,[32],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/x10/light.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,37,[37],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
/Users/jose/Desktop/Homeassistant/components/x10/light.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,37,[37],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/components/xiaomi/camera.py,blacklist,B402,HIGH,HIGH,A FTP-related module is being imported.  FTP is considered insecure. Use SSH/SFTP/SCP or some other encrypted protocol.,3,[3],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b402-import-ftplib
/Users/jose/Desktop/Homeassistant/components/xiaomi/camera.py,blacklist,B321,HIGH,HIGH,FTP-related functions are being called. FTP is considered insecure. Use SSH/SFTP/SCP or some other encrypted protocol.,95,[95],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b321-ftplib
/Users/jose/Desktop/Homeassistant/components/xmpp/notify.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,356,[356],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/zha/climate.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,517,[517],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/zha/core/device.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,111,[111],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/zha/core/device.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,143,[143],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/zha/core/helpers.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,219,[219],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/zha/light.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,393,[393],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/zha/sensor.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,128,[128],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/components/zwave/config_flow.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,69,[69],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/components/zwave/config_flow.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,70,[70],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,323,"[323, 324, 325]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,896,[896],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,935,[935],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,950,[950],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,956,[956],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,966,[966],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1009,[1009],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1025,"[1025, 1026, 1027]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/config_entries.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1158,"[1158, 1159]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/core.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,794,[794],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/core.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1562,"[1562, 1563]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/area_registry.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,65,[65],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/collection.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,371,[371],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/condition.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,314,"[314, 315]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/condition.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,645,[645],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/config_entry_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,61,[61],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/config_entry_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,92,[92],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/config_entry_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,145,[145],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/config_entry_oauth2_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,230,[230],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/config_entry_oauth2_flow.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,314,[314],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/debounce.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,51,"[51, 52]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/debounce.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,"[81, 82]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/discovery.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,183,"[183, 184]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,304,[304],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,381,[381],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,422,[422],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,438,[438],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,535,"[535, 536]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,570,"[570, 571]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,585,"[585, 586, 587, 588]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,601,[601],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,614,[614],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,618,"[618, 619]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,624,[624],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,631,[631],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,689,[689],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/entity.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,698,[698],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,786,[786],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,825,[825],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,937,[937],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1164,[1164],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1242,"[1242, 1243]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1253,[1253],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1254,"[1254, 1255]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1264,"[1264, 1265]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1282,[1282],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/event.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1377,[1377],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/intent.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,"[38, 39]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/restore_state.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,236,[236],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/restore_state.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,245,[245],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/script.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",400,[400],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,283,"[283, 284, 285]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,316,[316],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,324,"[324, 325]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,509,[509],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,531,"[531, 532]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,552,"[552, 553, 554]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,591,[591],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/service.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,608,[608],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/template.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,413,"[413, 414]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/template.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,450,"[450, 451]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/template.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,526,"[526, 527]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/helpers/template.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1263,[1263],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
/Users/jose/Desktop/Homeassistant/helpers/translation.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,186,[186],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
